9794264	738826	4.0
1308643	526337	3.0
9602789	961662	3.0
6411196	179636	4.0
1020608	113303	4.0
6526805	570129	4.0
7029686	900197	3.0
7292559	997553	3.0
2701128	717879	4.0
6013929	800480	4.0
4166173	962729	4.0
9952353	792666	4.0
2364708	379984	4.0
6309174	884960	3.0
6570092	879935	2.0
4265001	802952	4.0
9115586	172132	4.0
7401247	787684	4.0
3883630	726756	5.0
1317170	346935	5.0
7909157	344621	3.0
5649339	736512	4.0
2761896	585307	4.0
1034081	653534	3.0
4066768	250272	4.0
6631234	348223	4.0
5772938	567989	2.0
1850905	702821	4.0
8260417	776258	5.0
9346760	313954	4.0
8688005	416647	4.0
5625851	836874	3.0
9927852	526337	4.0
5964231	858902	4.0
6915180	698573	4.0
1606612	267570	4.0
5772938	981616	3.0
2199891	318464	3.0
1445445	696899	4.0
5706121	495027	4.0
4528775	302082	4.0
7945386	463691	3.0
6561934	445080	4.0
6905665	501034	3.0
3427741	709644	2.0
8291897	438983	3.0
1796273	706313	3.0
7407638	618034	4.0
6217718	550710	4.0
3890978	457465	4.0
2290568	949139	3.0
9568858	305335	1.0
1966891	860686	3.0
3811075	520241	4.0
3922349	814597	3.0
4717851	529207	4.0
3565591	470624	4.0
9973707	215737	5.0
5851623	144721	4.0
6470303	760576	3.0
3508805	429940	3.0
8712579	854951	5.0
5761926	156236	4.0
2798409	727313	4.0
3976500	764355	3.0
8503760	784821	3.0
5219061	275569	5.0
1339135	916469	4.0
6539301	284550	4.0
5395123	903806	4.0
6398178	156825	1.0
6832510	224635	4.0
5779423	402403	4.0
6849551	397322	4.0
8786088	300393	4.0
9351019	914026	5.0
2387312	460151	3.0
8106084	139717	3.0
7792145	125332	4.0
3595434	491285	4.0
5127180	679418	3.0
8631313	198451	3.0
3011906	477671	4.0
9912204	670472	3.0
3344156	622319	3.0
5351516	303435	4.0
9704534	552049	4.0
9718353	429982	3.0
9443995	929118	4.0
9424818	814311	3.0
4520649	888782	3.0
4656269	626153	4.0
6033726	528845	4.0
2277669	396796	4.0
2142225	586226	4.0
6124766	636039	3.0
9168196	992877	3.0
1288045	218129	4.0
6524170	691919	5.0
7938494	202362	4.0
8312001	835171	3.0
1622923	899300	4.0
7457763	892212	4.0
2151636	585783	4.0
5280070	451739	3.0
8406037	707506	2.0
5444839	630800	4.0
7180885	218129	4.0
2177187	648352	3.0
8937017	247983	4.0
9704806	436502	5.0
2974608	618034	4.0
2290568	360490	5.0
2691578	684401	4.0
2790912	545919	4.0
4629077	413181	4.0
5258392	472441	4.0
4525477	207515	5.0
1957064	923505	3.0
2710939	319965	3.0
5964231	889168	4.0
1040713	607360	5.0
4567638	236294	3.0
9635836	191003	4.0
8898206	593068	4.0
4166962	423200	3.0
3811075	964695	5.0
1957064	193611	3.0
4441358	705401	2.0
7378803	332551	4.0
8013749	813351	4.0
2169282	727799	4.0
8306534	429552	2.0
4171599	424691	4.0
6202949	407538	5.0
6768964	513399	3.0
2166196	803508	4.0
5306054	680158	4.0
8301589	402403	4.0
2567862	297550	2.0
3541850	698068	4.0
9546577	797327	3.0
3344156	567989	3.0
2552779	193570	4.0
5796605	199155	4.0
3809037	134305	4.0
7158085	321449	3.0
7834811	115240	5.0
4772980	348223	4.0
4499020	210607	4.0
8855401	751367	3.0
8065091	837861	4.0
5114715	173595	3.0
8337750	319764	3.0
3109970	836705	3.0
1177425	470624	4.0
8789952	212517	1.0
3072928	219560	4.0
3080503	863248	5.0
2535888	585307	4.0
6455534	685980	3.0
8005993	813351	4.0
9161421	837167	4.0
2806171	354122	3.0
9546531	510949	4.0
4507374	217906	2.0
8287341	943426	4.0
1977528	218997	3.0
9182396	339039	5.0
7257428	175739	3.0
3152398	702821	3.0
8287341	378765	5.0
6030493	977074	4.0
7996903	527554	3.0
8509501	392249	5.0
8688278	144718	4.0
2385182	292864	3.0
5656475	132378	4.0
5223833	780824	4.0
8080926	586226	4.0
351925	817427	3.0
6909686	858475	4.0
7245455	916377	4.0
8879704	439743	3.0
7897582	473690	4.0
1344268	440351	4.0
5110062	945131	3.0
8687882	470795	4.0
3810206	255964	4.0
7370975	820081	4.0
5161130	811292	1.0
1013343	121935	4.0
1065163	120901	4.0
9710637	826084	4.0
9212193	222519	2.0
4265001	100916	4.0
4963098	757180	3.0
1541314	608862	4.0
8060523	863786	4.0
2461801	976811	4.0
9645945	172132	3.0
9097813	845142	4.0
2177187	358569	4.0
9251811	550789	4.0
1077811	315412	4.0
