1165222	164735	5.0
8591583	310411	4.0
1550730	439887	4.0
2487371	900197	4.0
9821903	758099	4.0
3389532	710354	5.0
8908794	122359	5.0
1756854	158579	5.0
2285809	573292	3.0
8619731	134003	4.0
4026129	354292	4.0
8845338	565215	1.0
8703658	484434	5.0
1772213	621278	3.0
9346188	870450	2.0
9718353	622129	4.0
4836490	593068	4.0
4451202	829038	5.0
3202884	627284	3.0
3320448	811638	2.0
3727331	613069	4.0
9110779	916377	4.0
5925738	203787	3.0
6095375	796459	5.0
4953393	876854	3.0
8692686	387585	4.0
1472993	692234	3.0
6159111	906123	4.0
7586419	797327	3.0
1928592	302082	4.0
7461930	442139	4.0
4073790	988033	2.0
8007456	267570	4.0
4272210	486610	5.0
3818162	141029	4.0
5656475	448177	3.0
7776919	498625	5.0
8734714	687628	4.0
8398230	776002	4.0
9137465	366490	5.0
7392084	473690	3.0
2041683	959649	4.0
9704806	339039	5.0
5531449	368709	3.0
2527463	231629	3.0
3999779	633006	4.0
1277299	237013	4.0
3344156	830069	3.0
6914161	535403	3.0
3736978	147432	2.0
9621174	922764	4.0
3723450	847133	4.0
8506850	657116	5.0
9389362	468037	4.0
9266048	773586	3.0
8506850	343755	5.0
3152398	234284	4.0
3319352	643601	4.0
5929884	469709	4.0
5876232	203204	3.0
3974840	408407	2.0
4749411	800441	3.0
3531151	417481	4.0
9424818	814311	3.0
4046507	481377	4.0
8692972	143586	3.0
4149612	696608	4.0
8291897	358127	4.0
2461194	599084	4.0
3451601	585307	4.0
9274762	379984	3.0
1844186	888173	2.0
5851880	888782	4.0
7071764	382523	5.0
5339794	908846	4.0
9141967	509367	4.0
7390160	908750	3.0
7296793	302082	4.0
2008875	549623	2.0
2691167	650091	4.0
4240439	232631	3.0
6678731	379696	4.0
8785709	237013	3.0
9584565	506659	2.0
2667891	573051	2.0
1640965	646793	3.0
4422999	819423	4.0
9359802	181366	4.0
2411251	879935	3.0
1077811	150166	4.0
7610756	468037	4.0
2875448	250580	3.0
2544216	391089	3.0
6217649	552049	3.0
7819188	647910	1.0
5541213	357812	3.0
7495926	495027	4.0
3069854	365504	4.0
4853716	337843	5.0
6353470	634885	4.0
5806998	413248	4.0
8984000	741844	4.0
