9794264	73882	3.8287
1308643	52633	3.34982
9602789	96166	3.75992
6411196	17963	3.78781
1020608	11330	4.02998
6526805	57012	4.24456
7029686	90019	3.98986
7292559	99755	3.57031
2701128	71787	4.2931
6013929	80048	3.70682
4166173	96272	4.08386
9952353	79266	3.90885
2364708	37998	4.24491
6309174	88496	2.95027
6570092	87993	2.68163
4265001	80295	4.11578
9115586	17213	3.93031
7401247	78768	4.16798
3883630	72675	4.15611
1317170	34693	4.48499
7909157	34462	3.01965
5649339	73651	3.92476
2761896	58530	3.87093
1034081	65353	3.00332
4066768	25027	3.70911
6631234	34822	3.3625
5772938	56798	3.56756
1850905	70282	4.08438
8260417	77625	3.68219
9346760	31395	4.13137
8688005	41664	4.23787
5625851	83687	3.41379
9927852	52633	3.58679
5964231	85890	3.55509
6915180	69857	3.69079
1606612	26757	3.61868
5772938	98161	3.65292
2199891	31846	3.65847
1445445	69689	4.3795
5706121	49502	3.99084
4528775	30208	3.76822
7945386	46369	3.56872
6561934	44508	3.69586
6905665	50103	2.95632
3427741	70964	2.90816
8291897	43898	2.28672
1796273	70631	3.16795
7407638	61803	4.2452
6217718	55071	4.01203
3890978	45746	3.85689
2290568	94913	2.57822
9568858	30533	3.30628
1966891	86068	3.4051
3811075	52024	3.95943
3922349	81459	2.69433
4717851	52920	3.23367
3565591	47062	3.65859
9973707	21573	3.97681
5851623	14472	4.05867
6470303	76057	2.97921
3508805	42994	3.06948
8712579	85495	4.23019
5761926	15623	4.0513
2798409	72731	3.72559
3976500	76435	2.91237
8503760	78482	3.41987
5219061	27556	4.04535
1339135	91646	4.17672
6539301	28455	4.13794
5395123	90380	3.82687
6398178	15682	2.95813
6832510	22463	3.8043
5779423	40240	3.75006
6849551	39732	3.20749
8786088	30039	3.00852
9351019	91402	3.69189
2387312	46015	3.56212
8106084	13971	2.9884
7792145	12533	3.72394
3595434	49128	3.86063
5127180	67941	3.43694
8631313	19845	2.98265
3011906	47767	3.51267
9912204	67047	3.6536
3344156	62231	3.54216
5351516	30343	4.36274
9704534	55204	3.50186
9718353	42998	3.73167
9443995	92911	3.99501
9424818	81431	2.87625
4520649	88878	3.85675
4656269	62615	3.02553
6033726	52884	4.08763
2277669	39679	3.83133
2142225	58622	3.05968
6124766	63603	3.93391
9168196	99287	2.96802
1288045	21812	4.17003
6524170	69191	3.7646
7938494	20236	4.56448
8312001	83517	3.31697
1622923	89930	4.06464
7457763	89221	3.47231
2151636	58578	3.68755
5280070	45173	3.18841
8406037	70750	3.03434
5444839	63080	3.4771
7180885	21812	3.96858
2177187	64835	3.59362
8937017	24798	3.87817
9704806	43650	4.02601
2974608	61803	3.89283
2290568	36049	3.88164
2691578	68440	3.70874
2790912	54591	3.2029
4629077	41318	3.80036
5258392	47244	3.14283
4525477	20751	3.97609
1957064	92350	3.0216
2710939	31996	2.71913
5964231	88916	3.92029
1040713	60736	3.96792
4567638	23629	3.14605
9635836	19100	4.00404
8898206	59306	4.04158
4166962	42320	3.33159
3811075	96469	4.16087
1957064	19361	2.4746
4441358	70540	3.07226
7378803	33255	4.03667
8013749	81335	4.74372
2169282	72779	3.53599
8306534	42955	4.00077
4171599	42469	4.46515
6202949	40753	4.48103
6768964	51339	3.45791
2166196	80350	3.89539
5306054	68015	3.60809
8301589	40240	3.95541
2567862	29755	2.49567
3541850	69806	4.03581
9546577	79732	3.89407
3344156	56798	3.37436
2552779	19357	3.59875
5796605	19915	3.88755
3809037	13430	3.94639
7158085	32144	3.59907
7834811	11524	4.19513
4772980	34822	3.99336
4499020	21060	4.06947
8855401	75136	3.48818
8065091	83786	3.74914
5114715	17359	3.37961
8337750	31976	3.83105
3109970	83670	2.96702
1177425	47062	3.66399
8789952	21251	2.72826
3072928	21956	4.33409
3080503	86324	4.09332
2535888	58530	4.33463
6455534	68598	3.41716
8005993	81335	3.55868
9161421	83716	3.33208
2806171	35412	3.69413
9546531	51094	4.07718
4507374	21790	2.9696
8287341	94342	3.72279
1977528	21899	3.68661
9182396	33903	3.60699
7257428	17573	3.41218
3152398	70282	3.60916
8287341	37876	3.65329
6030493	97707	4.11573
7996903	52755	3.34514
8509501	39224	3.8549
8688278	14471	4.03356
2385182	29286	3.00015
5656475	13237	4.07067
5223833	78082	3.96159
8080926	58622	3.27812
351925	81742	4.00735
6909686	85847	3.81647
7245455	91637	4.07368
8879704	43974	3.72493
7897582	47369	3.79869
1344268	44035	4.07299
5110062	94513	3.59573
8687882	47079	3.89064
3810206	25596	4.1479
7370975	82008	4.2905
5161130	81129	2.05869
1013343	12193	4.06677
1065163	12090	4.04267
9710637	82608	3.30045
9212193	22251	2.88329
4265001	10091	3.79945
4963098	75718	3.82414
1541314	60886	4.03262
8060523	86378	4.02567
2461801	97681	4.39161
9645945	17213	3.84657
9097813	84514	4.19761
2177187	35856	4.09326
9251811	55078	3.59147
1077811	31541	3.67218
6679521	37862	3.74679
4962563	68440	3.22633
1585517	66089	3.25592
3078081	33435	3.45355
7363447	24983	3.92487
494398	23533	4.18327
9086792	86378	4.18902
8748971	75963	3.70415
6686887	21956	4.18741
2385356	42612	3.11739
1209840	10596	4.06857
6493020	66347	3.55305
2782095	80938	3.62847
2396908	41805	4.01076
5029816	20695	3.75151
2093084	46623	3.36125
3078081	53244	3.78778
8131298	34822	3.39087
8084985	69455	4.00112
6016578	81251	3.29456
1628012	81163	2.32331
2420350	77030	4.21077
3523016	89792	3.5988
2620699	23108	4.08784
3279429	18009	4.26061
5453927	93467	3.44595
1566595	56669	4.14155
6348812	68731	3.96752
1472993	50656	3.16329
5602499	69045	3.25003
6909686	27541	3.98576
6384121	77104	3.82348
7527283	26757	4.18332
4293177	54320	2.61534
7134676	77555	3.54352
3981190	76979	4.52905
9130571	82884	3.11736
1472993	90519	2.78687
4594445	28398	3.37764
9156948	62619	4.1663
9551888	82102	3.02163
9404393	74536	3.93397
7378803	87209	3.57632
8375366	99755	3.32886
2493667	48620	3.85023
2701128	95907	4.06455
4229763	35580	3.95576
7652131	25640	3.27775
9015030	51601	3.80432
2974608	97562	3.87153
757367	54962	3.82204
4779129	40669	3.22306
4671061	41805	4.0566
9710637	68762	3.75686
8244732	87706	4.20072
1223508	40129	3.87887
6627503	12090	4.34674
3348362	49510	3.11684
1977195	58393	3.30705
1616552	43898	2.78979
3461774	63330	3.95299
7618909	55696	3.22647
2582962	64406	3.08389
6830770	85723	3.43118
9927852	58600	4.07654
4685403	20236	4.11485
1107199	42309	3.22208
3561948	89809	3.66414
7363447	31041	3.92747
8471600	75411	3.76173
2661274	48517	3.83791
5166200	66089	3.19824
1970671	85523	3.57785
7668121	42064	4.2814
8826435	20739	3.76504
3708617	65742	2.83274
1313126	84929	3.78561
6975226	89713	3.8048
7360515	60510	3.13669
8449335	47534	3.4794
3147603	51425	3.36494
9753200	67844	3.95773
7245455	39732	3.79335
1499900	22803	4.41899
9630428	27777	3.22504
8788309	23862	3.01194
6975226	12818	4.11321
9108610	93268	4.20848
3333674	94872	3.81106
8246496	55496	4.18992
2332301	84180	3.4626
5465510	30578	3.15071
4263286	15660	3.7788
1034081	29157	2.9834
2504480	78768	4.16717
8915180	17519	2.90845
4784087	46970	3.7429
7920277	43650	3.52415
8299012	32144	3.92692
2016372	15066	3.70571
3357964	33732	3.58595
1028434	17847	3.21051
9993436	53677	3.55133
7245455	15602	3.60077
2422273	27556	4.02411
4495013	61596	2.75811
1074213	70269	4.30582
9143372	53604	3.7469
4989168	81150	3.77416
5649339	55071	3.91257
5280178	37998	4.10561
6402549	30624	3.46668
3523016	77030	3.99944
6633978	83716	3.59674
3741572	81637	3.31303
5008638	57012	4.10568
7796061	42998	4.19031
1833108	89216	3.8172
8516421	72297	4.06413
1165222	60886	3.95191
860758	71637	4.10474
1885706	61005	3.49095
9077416	63488	3.0523
3538827	57690	3.93166
2939965	84159	3.96717
2810916	31795	3.67944
347750	58479	3.97864
9206600	37032	4.24364
7625463	69355	3.10077
3362753	51241	3.99672
5700068	64225	4.19712
2126970	23533	4.46297
8109170	38521	3.29479
2170150	76929	4.12563
6238095	86026	4.31962
2691988	49502	4.05828
1113298	40521	3.31805
8913314	30089	3.53079
2468466	60888	3.98612
6519327	80796	3.47046
2306991	25640	2.81252
1285946	20751	3.8988
9571985	63488	2.83555
4611235	16540	3.01015
4083459	24205	4.10208
4261238	26005	2.80351
