7828662	52929	3.75059
7307297	27488	3.97969
2927689	13702	3.49195
3927035	76665	3.34656
9630514	63581	3.78645
1217743	20355	3.53955
1883859	65564	3.41295
1423115	34693	3.87455
4562319	13939	3.86417
2660544	41896	3.26367
3630080	26985	3.44638
785931	41318	4.03087
7336852	98161	3.75549
7449956	17759	3.48347
8847012	92911	3.85036
8722357	24424	3.6853
3849997	15465	3.69861
5348347	15660	3.941
9077416	90019	4.07949
2510321	40741	3.90735
8585164	99371	3.30195
9191435	53065	3.75649
3309100	60374	3.81481
939592	23543	3.31097
8855401	73514	3.42502
7415646	41223	4.03906
5580773	58530	3.77111
7672169	21956	4.35164
5260455	28182	3.56247
3552485	13976	4.04419
7220485	62274	3.50695
6681603	89385	3.83054
1292168	42357	4.15598
8028515	41183	3.45908
1895030	76380	3.4733
9690441	35059	3.60676
3698154	12067	3.92777
7310059	42469	4.03992
8911913	69689	3.84413
3552485	23564	3.7598
3980575	90801	3.43079
4900053	39739	3.99698
9072269	76460	3.44653
3755320	13981	3.91492
9933589	75982	3.83864
8621711	13967	3.37521
4697588	22303	3.66641
2170150	46803	4.14561
3972038	46283	3.70662
2293348	83517	3.26692
7454484	68614	3.36973
1999185	71359	3.71521
6137820	81117	3.70861
4453979	73651	3.95432
8814899	59118	3.55874
4892401	88539	3.91373
6560903	29789	3.51663
377950	38676	3.65397
2903186	97562	3.94683
1957429	39732	3.52485
3960485	28929	3.85734
4336099	46461	3.7484
8830240	15686	3.76161
2356430	60580	3.37177
4422999	75948	4.15765
3982352	85532	3.48758
4594700	77104	3.636
8786655	10503	3.38266
9327558	50420	3.39907
2372857	77083	3.83006
170220	84514	3.97399
9105565	45647	3.67634
3379860	41805	4.11868
1651317	28717	3.94635
6739344	35580	3.89475
6365492	24205	3.92141
913712	83645	3.60395
2305307	53432	3.66722
2064791	79417	3.85636
8233787	95251	3.7463
6137820	32402	3.80666
5079296	57329	3.51512
2627298	22251	3.00757
2596786	28008	3.38041
6239446	89107	3.8199
2559058	51339	3.35323
6670811	22657	3.71832
5932699	85442	3.68118
3980575	59306	3.45495
4174220	98200	3.9978
1161364	82778	3.64799
8376709	86026	4.00416
1541314	39393	3.87118
4616603	15857	3.83999
5107339	71119	3.48056
4482970	71787	4.2754
7461832	61850	3.56339
8748971	77104	3.66545
5562282	72484	3.47585
1523724	19468	3.55943
9365355	34375	3.84667
3760681	41805	4.00684
9049154	66147	3.71829
9423779	46882	3.88362
8070779	30578	3.31819
9710637	68762	3.78526
7266111	16101	3.88306
4418178	10641	3.63842
2316984	80901	4.08876
1074213	97887	3.93683
8009004	72731	3.83061
7819188	14013	3.5622
8292680	39679	3.68753
8588661	67196	3.28254
2961053	51887	3.80669
1223508	79873	3.65036
4155365	72413	3.74967
6066605	90019	4.12345
5602499	42876	4.02722
2771089	75507	3.83588
2411251	57453	3.19173
6339570	73762	3.73392
1339135	17213	3.87059
7630002	44444	3.91597
9616896	99897	3.37401
1850813	61365	3.90006
8729921	43898	3.14257
7532430	78216	3.62827
3349055	97742	3.2319
4409398	60132	3.57164
7418234	39069	3.45176
9132673	47961	4.00379
7647641	44444	4.01461
2376643	95907	3.89532
2401620	74536	3.93162
4824638	94913	3.43355
9270531	58060	3.68613
3348362	97981	2.82508
2749592	92766	3.73302
8302065	91637	3.85072
2527463	15682	3.33255
2810916	24096	3.2952
8786088	61939	3.43346
1371315	23533	3.94706
9512168	58417	3.44538
1088657	57377	3.75746
7611687	39739	3.82499
8375366	42936	3.68839
7530246	46410	3.5655
9072269	42526	3.8161
6353470	84680	3.189
3341800	32572	3.89611
4656269	50276	3.48752
6681603	40741	3.88612
2596786	69857	3.60211
2377066	64583	3.85493
6613546	97887	3.85499
3977348	37998	4.24106
2681268	79847	3.3963
5465510	35096	3.769
6348812	71212	3.59105
8325301	36813	3.92245
